;Tipo;Titulo;Preço;Condição;Quartos;WC;Dimensão m2;Terreno m2;Localidade;Link;Data
1389;Quintas e herdades para comprar: ;Herdade de 18 hectares perto de Estremoz;495 000;Para recuperar;T0;[];27 €/m²;18 421 m²;Monforte, Portalegre;https://www.imovirtual.com/pt/anuncio/herdade-de-18-hectares-perto-de-estremoz-ID19pI4.html#d98a350399;2023-03-19
1390;Quintas e herdades para comprar: ;Quinta com Moradia T6 de luxo em Lamego;2 500 000;[];T0;[];3 817 €/m²;655 m²;Penajóia, Lamego, Viseu;https://www.imovirtual.com/pt/anuncio/quinta-com-moradia-t6-de-luxo-em-lamego-ID19oXQ.html#d98a350399;2023-03-19
1391;Quintas e herdades para comprar: ;Terreno rústico com ruina em Alferce;70 000;[];T0;[];6 120 m²;6 120 m²;Monchique, Faro;https://www.imovirtual.com/pt/anuncio/terreno-rustico-com-ruina-em-alferce-ID19oEm.html#d98a350399;2023-03-19
1392;Quintas e herdades para comprar: ;Herdade T2 Venda em Santa Cruz da Trapa e São Cristóvão de Lafões,São;99 900;Usado;T0;[];6 €/m²;16 200 m²;Santa Cruz da Trapa e São Cristóvão de Lafões, São Pedro do Sul, Viseu;https://www.imovirtual.com/pt/anuncio/herdade-t2-venda-em-santa-cruz-da-trapa-e-sao-cristovao-de-lafoes-sao-ID19nHd.html#b6162402d8;2023-03-19
1393;Quintas e herdades para comprar: ;Quinta com 2 ha e 3 moradias independentes em Santo Estevão;1 350 000;Usado;T4;[];66 €/m²;20 490 m²;Santo Estevão, Benavente, Santarém;https://www.imovirtual.com/pt/anuncio/quinta-com-2-ha-e-3-moradias-independentes-em-santo-estevao-ID19mVe.html#b6162402d8;2023-03-19
1394;Quintas e herdades para comprar: ;Ruína em pedra para venda em Cerdal, Valença;107 000;Ruína em pedra para venda em Cerdal, Valença;T3;[];152 m²;152 m²;Gandra e Taião, Valença, Viana do Castelo;https://www.imovirtual.com/pt/anuncio/ruina-em-pedra-para-venda-em-cerdal-valenca-ID19mlI.html#b6162402d8;2023-03-19
1395;Quintas e herdades para comprar: ;Quintinha T4 C/ Árvores fruto e zona verde;375 000;Renovado;T4;[];207,80 m²;207,80 m²;Sanguedo, Santa Maria da Feira, Aveiro;https://www.imovirtual.com/pt/anuncio/quintinha-t4-c-arvores-fruto-e-zona-verde-ID19jRM.html#b6162402d8;2023-03-19
1396;Quintas e herdades para comprar: ;Quintinha para venda, Venade, Caminha;350 000;Usado;T3;[];110 m²;110 m²;Venade e Azevedo, Caminha, Viana do Castelo;https://www.imovirtual.com/pt/anuncio/quintinha-para-venda-venade-caminha-ID19jK4.html#b6162402d8;2023-03-19
1397;Quintas e herdades para comprar: ;Moradia com vista praia em Afife, Viana do Castelo (Sopé do Monte de S;429 980;Usado;T0;[];3 113 m²;3 113 m²;Afife, Viana do Castelo;https://www.imovirtual.com/pt/anuncio/moradia-com-vista-praia-em-afife-viana-do-castelo-sope-do-monte-de-s-ID19iQ0.html#b6162402d8;2023-03-19
1398;Quintas e herdades para comprar: ;Quinta T2 para venda;699 000;Usado;T10 ou superior;[];28 €/m²;24 800 m²;Santa Catarina Fonte Bispo, Tavira, Faro;https://www.imovirtual.com/pt/anuncio/quinta-t2-para-venda-ID19i69.html#b6162402d8;2023-03-19
1399;Quintas e herdades para comprar: ;Quinta Turismo Rural - Lagoa dos Cavalos - Natal - Brasil;700 000;Renovado;T4;[];140 €/m²;5 000 m²;Paços de Ferreira, Porto;https://www.imovirtual.com/pt/anuncio/quinta-turismo-rural-lagoa-dos-cavalos-natal-brasil-ID19i1A.html#b6162402d8;2023-03-19
1400;Quintas e herdades para comprar: ;Quinta T5 para venda;570 000;[];T5;[];400 €/m²;1 425 m²;Golegã, Santarém;https://www.imovirtual.com/pt/anuncio/quinta-t5-para-venda-ID19gMV.html#b6162402d8;2023-03-19
1401;Quintas e herdades para comprar: ;Típica moradia alentejana;490 000;Renovado;T3;[];2 500 m²;2 500 m²;Santiago Maior, Alandroal, Évora;https://www.imovirtual.com/pt/anuncio/tipica-moradia-alentejana-ID19grU.html#b6162402d8;2023-03-19
1402;Quintas e herdades para comprar: ;Quintinha em Fânzeres;650 000;Para recuperar;T0;[];1 000 m²;1 000 m²;Fânzeres e São Pedro da Cova, Gondomar, Porto;https://www.imovirtual.com/pt/anuncio/quintinha-em-fanzeres-ID19gpf.html#b6162402d8;2023-03-19
1403;Quintas e herdades para comprar: ;Imóvel Único em Vila Nova da Barquinha;3 500 000;Usado;T4;[];557,48 m²;557,48 m²;Atalaia, Vila Nova da Barquinha, Santarém;https://www.imovirtual.com/pt/anuncio/imovel-unico-em-vila-nova-da-barquinha-ID19fcF.html#b6162402d8;2023-03-19
1404;Quintas e herdades para comprar: ;Palacete T8 Venda Elvas;2 000 000;Usado;T4;[];2 165 €/m²;924 m²;Caia, São Pedro e Alcáçova, Elvas, Portalegre;https://www.imovirtual.com/pt/anuncio/palacete-t8-venda-elvas-ID19dgA.html#b6162402d8;2023-03-19
1405;Quintas e herdades para comprar: ;Magnifico Palácio em Paço de Arcos;12 500 000;Usado;T4;[];1 894 €/m²;6 600 m²;Oeiras e São Julião da Barra, Paço de Arcos e Caxias, Oeiras, Lisboa;https://www.imovirtual.com/pt/anuncio/magnifico-palacio-em-paco-de-arcos-ID19cHg.html#b6162402d8;2023-03-19
1406;Quintas e herdades para comprar: ;Quinta | Santana da Serra | Vista Panorâmica;45 000;[];T4;[];135 m²;135 m²;Santana da Serra, Ourique, Beja;https://www.imovirtual.com/pt/anuncio/quinta-santana-da-serra-vista-panoramica-ID16WgY.html#b6162402d8;2023-03-19
1407;Quintas e herdades para comprar: ;Quinta T5 em Braga;690 000;Usado;T4;[];279,84 m²;279,84 m²;Amares e Figueiredo, Amares, Braga;https://www.imovirtual.com/pt/anuncio/quinta-t5-em-braga-ID199Bw.html#b6162402d8;2023-03-19
1408;Quintas e herdades para comprar: ;Fabulosa Quinta p/Investimento à Marina de Caldas de Aregos, Resende;120 000;Para recuperar;T4;[];4 000 m²;4 000 m²;Freigil e Miomães, Resende, Viseu;https://www.imovirtual.com/pt/anuncio/fabulosa-quinta-p-investimento-a-marina-de-caldas-de-aregos-resende-ID199uI.html#b6162402d8;2023-03-19
1409;Quintas e herdades para comprar: ;Quinta de 19ha, para habitação, atividades agrícolas, turísticas, indu;1 200 000;Usado;T4;[];190 000 m²;190 000 m²;São Martinho do Bispo e Ribeira de Frades, Coimbra;https://www.imovirtual.com/pt/anuncio/quinta-de-19ha-para-habitacao-atividades-agricolas-turisticas-indu-ID198Ib.html#b6162402d8;2023-03-19
1410;Quintas e herdades para comprar: ;Quinta com 49 hectares em Idanha-a-Nova;650 000;Usado;T4;[];1 €/m²;488 706,93 m²;Ladoeiro, Idanha-a-Nova, Castelo Branco;https://www.imovirtual.com/pt/anuncio/quinta-com-49-hectares-em-idanha-a-nova-ID198pH.html#b6162402d8;2023-03-19
1411;Quintas e herdades para comprar: ;Quinta t4 em Vila Verde de Ficalho, Serpa Alentejo, excel...;450 000;Novo;T4;[];40 €/m²;11 250 m²;Vila Nova de São Bento e Vale de Vargo, Serpa, Beja;https://www.imovirtual.com/pt/anuncio/quinta-t4-em-vila-verde-de-ficalho-serpa-alentejo-excel-ID197V7.html#b6162402d8;2023-03-19
1412;Quintas e herdades para comprar: ;Quinta T21 para venda;6 500 000;[];T4;[];75 €/m²;86 950 m²;Maxial e Monte Redondo, Torres Vedras, Lisboa;https://www.imovirtual.com/pt/anuncio/quinta-t21-para-venda-ID1957o.html#b6162402d8;2023-03-19
1413;Quintas e herdades para comprar: ;Fantástico Solar T5 com vista mar-centro da cidade;2 850 000;Para recuperar;T4;[];500 m²;500 m²;Mafamude e Vilar do Paraíso, Vila Nova de Gaia, Porto;https://www.imovirtual.com/pt/anuncio/fantastico-solar-t5-com-vista-mar-centro-da-cidade-ID194NH.html#b6162402d8;2023-03-19
1414;Quintas e herdades para comprar: ;Quinta T3 para venda;280 000;[];T4;[];14 €/m²;20 031 m²;Santo Isidoro e Livração, Marco de Canaveses, Porto;https://www.imovirtual.com/pt/anuncio/quinta-t3-para-venda-ID194IH.html#b6162402d8;2023-03-19
1415;Quintas e herdades para comprar: ;Quinta no campo próximo de Azambuja e a 30 minutos de Lisboa;685 000;Usado;T4;[];21 €/m²;33 400 m²;Azambuja, Lisboa;https://www.imovirtual.com/pt/anuncio/quinta-no-campo-proximo-de-azambuja-e-a-30-minutos-de-lisboa-ID16NPA.html#b6162402d8;2023-03-19
1416;Quintas e herdades para comprar: ;Quinta T5 Venda em Alcofra,Vouzela;110 000;Usado;T8;[];1 €/m²;170 238 m²;Caparrosa e Silvares, Tondela, Viseu;https://www.imovirtual.com/pt/anuncio/quinta-t5-venda-em-alcofra-vouzela-ID191z0.html#1bc58fe93d;2023-03-19
1417;Quintas e herdades para comprar: ;Quinta T21 para venda;2 000 000;[];T0;[];32 €/m²;63 400 m²;União de Freguesias da cidade de Santarém, Santarém;https://www.imovirtual.com/pt/anuncio/quinta-t21-para-venda-ID191s2.html#1bc58fe93d;2023-03-19
1418;Quintas e herdades para comprar: ;Quinta T3 para venda;1 650 000;[];T0;[];46 €/m²;35 500 m²;Quinta do Anjo, Palmela, Setúbal;https://www.imovirtual.com/pt/anuncio/quinta-t3-para-venda-ID1902h.html#1bc58fe93d;2023-03-19
1419;Quintas e herdades para comprar: ;Quinta T10 para venda;2 100 000;Usado;T4;[];18 €/m²;120 000 m²;Cernache do Bonjardim, Nesperal e Palhais, Sertã, Castelo Branco;https://www.imovirtual.com/pt/anuncio/quinta-t10-para-venda-ID18ViB.html#1bc58fe93d;2023-03-19
1420;Quintas e herdades para comprar: ;Empreendimento Turístico - Quinta com Casa Senhorial do seculo XVII, c;999 990;[];T5;[];14 131 m²;14 131 m²;Sobradelo da Goma, Póvoa de Lanhoso, Braga;https://www.imovirtual.com/pt/anuncio/empreendimento-turistico-quinta-com-casa-senhorial-do-seculo-xvii-c-ID18jDB.html#1bc58fe93d;2023-03-19
1421;Quintas e herdades para comprar: ;Quinta Luxo Centro Historico | Sintra;4 260 000;Usado;T10 ou superior;[];465 €/m²;9 160 m²;Sintra (Santa Maria e São Miguel, São Martinho e São Pedro de Penaferrim), Sintra, Lisboa;https://www.imovirtual.com/pt/anuncio/quinta-luxo-centro-historico-sintra-ID18UBR.html#1bc58fe93d;2023-03-19
1422;Quintas e herdades para comprar: ;Venda de magnífico mosteiro Beneditino, Torre, Viana do Castelo;1 100 000;Usado;T4;[];1 200 m²;1 200 m²;Torre e Vila Mou, Viana do Castelo;https://www.imovirtual.com/pt/anuncio/venda-de-magnifico-mosteiro-beneditino-torre-viana-do-castelo-ID18UvA.html#1bc58fe93d;2023-03-19
1423;Quintas e herdades para comprar: ;Quinta em Monsanto;750 000;[];T4;[];764 m²;764 m²;Idanha-a-Nova e Alcafozes, Idanha-a-Nova, Castelo Branco;https://www.imovirtual.com/pt/anuncio/quinta-em-monsanto-ID18UqB.html#1bc58fe93d;2023-03-19
1424;Quintas e herdades para comprar: ;Monte Alentejano em Alcaçovas (Évora);535 000;[];T4;[];320 m²;320 m²;Alcáçovas, Viana do Alentejo, Évora;https://www.imovirtual.com/pt/anuncio/monte-alentejano-em-alcacovas-evora-ID18TuJ.html#1bc58fe93d;2023-03-19
1425;Quintas e herdades para comprar: ;Quinta T2 para venda;230 000;[];T4;[];4 €/m²;60 360 m²;Bugalhos, Alcanena, Santarém;https://www.imovirtual.com/pt/anuncio/quinta-t2-para-venda-ID18TpO.html#1bc58fe93d;2023-03-19
1426;Quintas e herdades para comprar: ;Quinta do Monte Grande em Castêlo da Maia;2 500 000;Usado;T4;[];41 €/m²;61 290 m²;Alvarelhos e Guidões, Trofa, Porto;https://www.imovirtual.com/pt/anuncio/quinta-do-monte-grande-em-castelo-da-maia-ID18Rxf.html#1bc58fe93d;2023-03-19
1427;Quintas e herdades para comprar: ;Quinta com 6,5 hectares com casa e anexos em Avis - Alentejo;395 000;Usado;T4;[];55 €/m²;7 175 m²;Avis, Portalegre;https://www.imovirtual.com/pt/anuncio/quinta-com-6-5-hectares-com-casa-e-anexos-em-avis-alentejo-ID18QCi.html#1bc58fe93d;2023-03-19
1428;Quintas e herdades para comprar: ;Terreno de 17,2 hectares com ruínas;285 000;Usado;T4;[];2 €/m²;172 500 m²;Santana do Mato, Coruche, Santarém;https://www.imovirtual.com/pt/anuncio/terreno-de-17-2-hectares-com-ruinas-ID16zHF.html#1bc58fe93d;2023-03-19
1429;Quintas e herdades para comprar: ;Herdade de 183.25 hectares na região de Portalegre;2 300 000;[];T4;[];1 €/m²;1 832 500 m²;Crato e Mártires, Flor da Rosa e Vale do Peso, Crato, Portalegre;https://www.imovirtual.com/pt/anuncio/herdade-de-183-25-hectares-na-regiao-de-portalegre-ID18eOy.html#1bc58fe93d;2023-03-19
1430;Quintas e herdades para comprar: ;Quinta vitivinícola no baixo corgo com mansão;550 000;Para recuperar;T4;[];17 €/m²;33 000 m²;Lobrigos (São Miguel e São João Baptista) e Sanhoane, Santa Marta de Penaguião, Vila Real;https://www.imovirtual.com/pt/anuncio/quinta-vitivinicola-no-baixo-corgo-com-mansao-ID18K4S.html#1bc58fe93d;2023-03-19
1431;Quintas e herdades para comprar: ;Quinta com piscina para venda, Vilar de Mouros, Caminha;700 000;Usado;T4;[];110 m²;110 m²;Vilar de Mouros, Caminha, Viana do Castelo;https://www.imovirtual.com/pt/anuncio/quinta-com-piscina-para-venda-vilar-de-mouros-caminha-ID18QPR.html#1bc58fe93d;2023-03-19
1432;Quintas e herdades para comprar: ;Quinta T2 Marmeleira;275 000;[];T4;[];5 €/m²;52 280 m²;Marmeleira e Assentiz, Rio Maior, Santarém;https://www.imovirtual.com/pt/anuncio/quinta-t2-marmeleira-ID18QA9.html#1bc58fe93d;2023-03-19
1433;Quintas e herdades para comprar: ;Herdade Alto Alentejo;3 500 000;Usado;T4;[];912,09 m²;912,09 m²;Urra, Portalegre;https://www.imovirtual.com/pt/anuncio/herdade-alto-alentejo-ID18ONf.html#1bc58fe93d;2023-03-19
1434;Quintas e herdades para comprar: ;Quinta de 11 hectares com cerejal e barragem próximo de C...;400 000;Usado;T4;[];4 €/m²;106 000 m²;Castelo Branco;https://www.imovirtual.com/pt/anuncio/quinta-de-11-hectares-com-cerejal-e-barragem-proximo-de-c-ID18Odh.html#1bc58fe93d;2023-03-19
1435;Quintas e herdades para comprar: ;Venda de Quintinha, Meadela, Viana do Castelo.;385 000;Usado;T4;[];505 m²;505 m²;Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela, Viana do Castelo;https://www.imovirtual.com/pt/anuncio/venda-de-quintinha-meadela-viana-do-castelo-ID18NUI.html#1bc58fe93d;2023-03-19
1436;Quintas e herdades para comprar: ;Quinta - Monte Real;398 500;Para recuperar;T4;[];25 €/m²;16 000 m²;Monte Real e Carvide, Leiria;https://www.imovirtual.com/pt/anuncio/quinta-monte-real-ID18NR6.html#1bc58fe93d;2023-03-19
1437;Quintas e herdades para comprar: ;Herdade da Várzea do Escalda, localiza-se em Mértola;750 000;Usado;T4;[];5 769 €/m²;130 m²;Mértola, Beja;https://www.imovirtual.com/pt/anuncio/herdade-da-varzea-do-escalda-localiza-se-em-mertola-ID18Mbf.html#1bc58fe93d;2023-03-19
1438;Quintas e herdades para comprar: ;Monte Alentejano com 20 hectares em Serpa;550 000;[];T4;[];200 000 m²;200 000 m²;Vila Verde de Ficalho, Serpa, Beja;https://www.imovirtual.com/pt/anuncio/monte-alentejano-com-20-hectares-em-serpa-ID18LrK.html#1bc58fe93d;2023-03-19
1439;Quintas e herdades para comprar: ;Monte Alentejano - Canhestros Ferreira do Alentejo Herdad...;680 000;Usado;T4;[];23 €/m²;30 000 m²;Ferreira do Alentejo e Canhestros, Ferreira do Alentejo, Beja;https://www.imovirtual.com/pt/anuncio/monte-alentejano-canhestros-ferreira-do-alentejo-herdad-ID18JkR.html#1bc58fe93d;2023-03-19
1440;Quintas e herdades para comprar: ;Quinta com cerca de 9 ha com magnífico Palácio;3 990 000;[];T0;[];44 €/m²;90 000 m²;Fronteira, Portalegre;https://www.imovirtual.com/pt/anuncio/quinta-com-cerca-de-9-ha-com-magnifico-palacio-ID13QJK.html#0ea6d5c7b0;2023-03-19
1441;Quintas e herdades para comprar: ;Herdade de 1044ha com 3 casas e pequenas barragens;3 400 000;Usado;T8;[];sem informação;10 440 000 m²;Serpa (Salvador e Santa Maria), Serpa, Beja;https://www.imovirtual.com/pt/anuncio/herdade-de-1044ha-com-3-casas-e-pequenas-barragens-ID15pHS.html#0ea6d5c7b0;2023-03-19
1442;Quintas e herdades para comprar: ;Herdade de 70 ha para turismo e exploração agrícola/flore...;2 690 000;[];T8;[];4 €/m²;700 000 m²;Ponte de Sor, Tramaga e Vale de Açor, Ponte de Sor, Portalegre;https://www.imovirtual.com/pt/anuncio/herdade-de-70-ha-para-turismo-e-exploracao-agricola-flore-ID15roV.html#0ea6d5c7b0;2023-03-19
1443;Quintas e herdades para comprar: ;Quinta histórica em Coimbra;2 900 000;Usado;T8;[];22 €/m²;132 745 m²;São Martinho do Bispo e Ribeira de Frades, Coimbra;https://www.imovirtual.com/pt/anuncio/quinta-historica-em-coimbra-ID17Gjz.html#0ea6d5c7b0;2023-03-19
1444;Quintas e herdades para comprar: ;Herdade com 16,1500 ha, na zona da Lagoa de Melides, com viabilidade p;1 600 000;[];T8;[];161 500 m²;161 500 m²;Melides, Grândola, Setúbal;https://www.imovirtual.com/pt/anuncio/herdade-com-16-1500-ha-na-zona-da-lagoa-de-melides-com-viabilidade-p-ID18GXZ.html#0ea6d5c7b0;2023-03-19
1445;Quintas e herdades para comprar: ;Quinta com 6,175 hectares localizada na região de Évora;120 000;Usado;T8;[];2 €/m²;61 750 m²;Pavia, Mora, Évora;https://www.imovirtual.com/pt/anuncio/quinta-com-6-175-hectares-localizada-na-regiao-de-evora-ID18Gq6.html#0ea6d5c7b0;2023-03-19
1446;Quintas e herdades para comprar: ;Herdade de 22ha com 2 casas em Beja;1 245 000;Usado;T8;[];6 €/m²;224 600 m²;Beja (Salvador e Santa Maria da Feira), Beja;https://www.imovirtual.com/pt/anuncio/herdade-de-22ha-com-2-casas-em-beja-ID18GpC.html#0ea6d5c7b0;2023-03-19
1447;Quintas e herdades para comprar: ;Herdade com Aldeia despovoada de características únicas;9 000 000;Para recuperar;T8;[];11 €/m²;800 000 m²;Santa Maria da Devesa, Castelo de Vide, Portalegre;https://www.imovirtual.com/pt/anuncio/herdade-com-aldeia-despovoada-de-caracteristicas-unicas-ID15LfX.html#0ea6d5c7b0;2023-03-19
1448;Quintas e herdades para comprar: ;Solar em Idanha-a-Nova;950 000;Usado;T8;[];222 €/m²;4 280,25 m²;Idanha-a-Nova e Alcafozes, Idanha-a-Nova, Castelo Branco;https://www.imovirtual.com/pt/anuncio/solar-em-idanha-a-nova-ID166Am.html#0ea6d5c7b0;2023-03-19
1449;Quintas e herdades para comprar: ;Fantástico Solar na Serra da Gardunha;4 990 000;Usado;T8;[];1 782 €/m²;2 800 m²;Fundão, Valverde, Donas, Aldeia de Joanes e Aldeia Nova do Cabo, Fundão, Castelo Branco;https://www.imovirtual.com/pt/anuncio/fantastico-solar-na-serra-da-gardunha-ID16jSt.html#0ea6d5c7b0;2023-03-19
1450;Quintas e herdades para comprar: ;Herdade de 348 ha com 3 casas em granito;1 600 000;[];T8;[];sem informação;3 480 000 m²;Capinha, Fundão, Castelo Branco;https://www.imovirtual.com/pt/anuncio/herdade-de-348-ha-com-3-casas-em-granito-ID17p5q.html#0ea6d5c7b0;2023-03-19
1451;Quintas e herdades para comprar: ;Quinta com 3,7 hectares, situada muito perto de Lisboa;4 900 000;Usado;T8;[];128 €/m²;38 186 m²;Azeitão (São Lourenço e São Simão), Setúbal;https://www.imovirtual.com/pt/anuncio/quinta-com-3-7-hectares-situada-muito-perto-de-lisboa-ID17AHo.html#0ea6d5c7b0;2023-03-19
1452;Quintas e herdades para comprar: ;Herdade 210 ha para turismo, produção energia solar e agr...;2 200 000;Para recuperar;T8;[];1 €/m²;2 100 000 m²;Mexilhoeira Grande, Portimão, Faro;https://www.imovirtual.com/pt/anuncio/herdade-210-ha-para-turismo-producao-energia-solar-e-agr-ID17FcG.html#0ea6d5c7b0;2023-03-19
1453;Quintas e herdades para comprar: ;Monte com 7 hectares na zona de Portalegre;580 000;Usado;T8;[];9 €/m²;68 000 m²;Avis, Portalegre;https://www.imovirtual.com/pt/anuncio/monte-com-7-hectares-na-zona-de-portalegre-ID17GRk.html#0ea6d5c7b0;2023-03-19
1454;Quintas e herdades para comprar: ;Quinta de 28 hectares na região de Lagos, Algarve;5 720 000;Usado;T8;[];20 €/m²;280 000 m²;Porches, Lagoa (Algarve), Faro;https://www.imovirtual.com/pt/anuncio/quinta-de-28-hectares-na-regiao-de-lagos-algarve-ID17Kxo.html#0ea6d5c7b0;2023-03-19
1455;Quintas e herdades para comprar: ;Quinta em Alqueva | Portel | Alentejo, Portugal;950 000;Usado;T8;[];4 €/m²;215 500 m²;Amieira e Alqueva, Portel, Évora;https://www.imovirtual.com/pt/anuncio/quinta-em-alqueva-portel-alentejo-portugal-ID18FeM.html#0ea6d5c7b0;2023-03-19
1456;Quintas e herdades para comprar: ;Quintinha com duas casas. Zona tranquila.;120 000;Para recuperar;T8;[];44 €/m²;2 750 m²;Silves, Faro;https://www.imovirtual.com/pt/anuncio/quintinha-com-duas-casas-zona-tranquila-ID18djN.html#0ea6d5c7b0;2023-03-19
1457;Quintas e herdades para comprar: ;Magnífica Quinta Secular no Zêzere;1 600 000;Usado;T8;[];37 €/m²;42 920 m²;Paialvo, Tomar, Santarém;https://www.imovirtual.com/pt/anuncio/magnifica-quinta-secular-no-zezere-ID148jr.html#0ea6d5c7b0;2023-03-19
1458;Quintas e herdades para comprar: ;Fabulosa propriedade senhorial, para venda, em Cerva, Ribeira da Pena;1 400 000;Usado;T8;[];12 437 m²;12 437 m²;Cerva e Limões, Ribeira de Pena, Vila Real;https://www.imovirtual.com/pt/anuncio/fabulosa-propriedade-senhorial-para-venda-em-cerva-ribeira-da-pena-ID18yT0.html#0ea6d5c7b0;2023-03-19
1459;Quintas e herdades para comprar: ;Herdade de 161ha sobre o Rio Coa;2 500 000;Usado;T8;[];2 €/m²;1 615 000 m²;Chãs, Vila Nova de Foz Côa, Guarda;https://www.imovirtual.com/pt/anuncio/herdade-de-161ha-sobre-o-rio-coa-ID17pku.html#0ea6d5c7b0;2023-03-19
